Aktivitet,Aktivitetnavn,Tollerance,MaxAfvigelse,Hovedaktivitet på,Følgeudgift på ,Kle nr.,SBSYS id,Hovedaktivitet,Hovedaktivitetsnavn,Kont1,Konto2,Konto3,Kontering,PGF betegnelse,Helle,Kolonne1,Leif
015108,Andre indsatser vedr. Anbringelsen,10%,5000,,SEL-76-3.3,,,015007,Døgninstitutioner vedr. nedsat funktionsevne,,528231001,Andre5237,528231001-Andre5237,SEL-76-3.3 Udslusningsophold 18-22 årige,,,
015108,Andre indsatser vedr. Anbringelsen,10%,5000,,SEL-76-8,,,015007,Døgninstitutioner vedr. nedsat funktionsevne,,528231001,Andre5237,528231001-Andre5237,SEL-76-8 Tilbagevenden til anbringelsessted,,,
015108,Andre indsatser vedr. Anbringelsen,10%,5000,,SEL-52-3.7,,,015008,Døgninstitutioner vedr. sociale adfærdsproblemer,,528231002,Andre5237,528231002-Andre5237,SEL-52-3.7 Anbringelse udenfor hjemmet,,,
015108,Andre indsatser vedr. Anbringelsen,10%,5000,,SEL-58-jf 52-3.7,,,015008,Døgninstitutioner vedr. sociale adfærdsproblemer,,528231002,Andre5237,528231002-Andre5237,SEL-58-jf 52-3.7 Anbringelse uden samtykke fra forældrene,,,
015108,Andre indsatser vedr. Anbringelsen,10%,5000,,SEL-76-3.1,,,015008,Døgninstitutioner vedr. sociale adfærdsproblemer,,528231002,Andre5237,528231002-Andre5237,SEL-76-3.1 Døgnophold 18-22 årige,,,
015108,Andre indsatser vedr. Anbringelsen,10%,5000,,SEL-76-3.3,,,015008,Døgninstitutioner vedr. sociale adfærdsproblemer,,528231002,Andre5237,528231002-Andre5237,SEL-76-3.3 Udslusningsophold 18-22 årige,,,
015176,Tolk,10%,5000,,SEL-76-8,,,015015,"Kommunale plejefamilier, vederlag",,645511002,030004,645511002-030004,SEL-76-8 Tilbagevenden til anbringelsessted,,,
015108,Andre indsatser vedr. Anbringelsen,10%,5000,,SEL-76-8,,,015008,Døgninstitutioner vedr. sociale adfærdsproblemer,,528231002,Andre5237,528231002-Andre5237,SEL-76-8 Tilbagevenden til anbringelsessted,,,
015108,Andre indsatser vedr. Anbringelsen,10%,5000,,SEL-52-3.7,,,015010,Eget værelse,,528201005,Andre5237,528201005-Andre5237,SEL-52-3.7 Anbringelse udenfor hjemmet,,,
015108,Andre indsatser vedr. Anbringelsen,10%,5000,,SEL-58-jf 52-3.7,,,015010,Eget værelse,,528201005,Andre5237,528201005-Andre5237,SEL-58-jf 52-3.7 Anbringelse uden samtykke fra forældrene,,,
015108,Andre indsatser vedr. Anbringelsen,10%,5000,,SEL-76-3.1,,,015010,Eget værelse,,528201005,Andre5237,528201005-Andre5237,SEL-76-3.1 Døgnophold 18-22 årige,,,
015108,Andre indsatser vedr. Anbringelsen,10%,5000,,SEL-76-3.3,,,015010,Eget værelse,,528201005,Andre5237,528201005-Andre5237,SEL-76-3.3 Udslusningsophold 18-22 årige,,,
015108,Andre indsatser vedr. Anbringelsen,10%,5000,,SEL-76-8,,,015010,Eget værelse,,528201005,Andre5237,528201005-Andre5237,SEL-76-8 Tilbagevenden til anbringelsessted,,,
015108,Andre indsatser vedr. Anbringelsen,10%,5000,,SEL-52-3.7,,,015015,"Kommunale plejefamilier, vederlag",,528221003,Andre5237,528221003-Andre5237,SEL-52-3.7 Anbringelse udenfor hjemmet,,,
015108,Andre indsatser vedr. Anbringelsen,10%,5000,,SEL-58-jf 52-3.7,,,015015,"Kommunale plejefamilier, vederlag",,528221003,Andre5237,528221003-Andre5237,SEL-58-jf 52-3.7 Anbringelse uden samtykke fra forældrene,,,
015108,Andre indsatser vedr. Anbringelsen,10%,5000,,SEL-76-3.1,,,015015,"Kommunale plejefamilier, vederlag",,528221003,Andre5237,528221003-Andre5237,SEL-76-3.1 Døgnophold 18-22 årige,,,
015108,Andre indsatser vedr. Anbringelsen,10%,5000,,SEL-76-3.3,,,015015,"Kommunale plejefamilier, vederlag",,528221003,Andre5237,528221003-Andre5237,SEL-76-3.3 Udslusningsophold 18-22 årige,,,
015176,Tolk,10%,5000,,SEL-76-a,,,015015,"Kommunale plejefamilier, vederlag",,528221003,030004,528221003-030004,SEL-76-a Opretholdelse af anbringelse i plejefamilie ud over det 18. år for unge,,,
015108,Andre indsatser vedr. Anbringelsen,10%,5000,,SEL-76-8,,,015015,"Kommunale plejefamilier, vederlag",,528221003,Andre5237,528221003-Andre5237,SEL-76-8 Tilbagevenden til anbringelsessted,,,
015108,Andre indsatser vedr. Anbringelsen,10%,5000,,SEL-76-a,,,015015,"Kommunale plejefamilier, vederlag",,528221003,Andre5237,528221003-Andre5237,SEL-76-a Opretholdelse af anbringelse i plejefamilie ud over det 18. år for unge,,,
015176,Tolk,,,,SEL-11-3.1,,,015016,"Konsulentbistand efter § 11,3,1",,645511002,030004,645511002-030004,"SEL-11-3.1 Konsulentbistand, herunder familieretted",,,
015108,Andre indsatser vedr. Anbringelsen,10%,5000,,SEL-52-3.7,,,015019,Kost- og efterskoler,,528201004,Andre5237,528201004-Andre5237,SEL-52-3.7 Anbringelse udenfor hjemmet,,,
015108,Andre indsatser vedr. Anbringelsen,10%,5000,,SEL-58-jf 52-3.7,,,015019,Kost- og efterskoler,,528201004,Andre5237,528201004-Andre5237,SEL-58-jf 52-3.7 Anbringelse uden samtykke fra forældrene,,,
015176,Tolk,,,,SEL-52-3.6,,,015017,Kontaktperson,,645511002,030004,645511002-030004,SEL-52-3.6 Kontaktperson til barnet/den unge/familien,,,
015108,Andre indsatser vedr. Anbringelsen,10%,5000,,SEL-76-3.1,,,015019,Kost- og efterskoler,,528201004,Andre5237,528201004-Andre5237,SEL-76-3.1 Døgnophold 18-22 årige,,,
015108,Andre indsatser vedr. Anbringelsen,10%,5000,,SEL-76-3.3,,,015019,Kost- og efterskoler,,528201004,Andre5237,528201004-Andre5237,SEL-76-3.3 Udslusningsophold 18-22 årige,,,
015176,Tolk,,,,SEL-76-2,,,015017,Kontaktperson,,645511002,030004,645511002-030004,SEL-76-2 Efterværn / kontaktperson 18-22 årige,,,
015108,Andre indsatser vedr. Anbringelsen,10%,5000,,SEL-76-8,,,015019,Kost- og efterskoler,,528201004,Andre5237,528201004-Andre5237,SEL-76-8 Tilbagevenden til anbringelsessted,,,
015108,Andre indsatser vedr. Anbringelsen,10%,5000,,SEL-52-3.7,,,015023,Netværksplejefamilier,,528221005,Andre5237,528221005-Andre5237,SEL-52-3.7 Anbringelse udenfor hjemmet,,,
015176,Tolk,,,,SEL-76-3.2,,,015017,Kontaktperson,,645511002,030004,645511002-030004,SEL-76-3.2 Fast kontaktperson 18-22 årige,,,
015108,Andre indsatser vedr. Anbringelsen,10%,5000,,SEL-58-jf 52-3.7,,,015023,Netværksplejefamilier,,528221005,Andre5237,528221005-Andre5237,SEL-58-jf 52-3.7 Anbringelse uden samtykke fra forældrene,,,
015108,Andre indsatser vedr. Anbringelsen,10%,5000,,SEL-76-3.1,,,015023,Netværksplejefamilier,,528221005,Andre5237,528221005-Andre5237,SEL-76-3.1 Døgnophold 18-22 årige,,,
015176,Tolk,,,,SEL-76-5,,,015017,Kontaktperson,,645511002,030004,645511002-030004,SEL-76-5 Fast kontaktperson 18-22 årige for tidligere tvangsanbragte,,,
015108,Andre indsatser vedr. Anbringelsen,10%,5000,,SEL-76-3.3,,,015023,Netværksplejefamilier,,528221005,Andre5237,528221005-Andre5237,SEL-76-3.3 Udslusningsophold 18-22 årige,,,
015108,Andre indsatser vedr. Anbringelsen,10%,5000,,SEL-76-8,,,015023,Netværksplejefamilier,,528221005,Andre5237,528221005-Andre5237,SEL-76-8 Tilbagevenden til anbringelsessted,,,
015176,Tolk,,,,SEL-76-6,,,015017,Kontaktperson,,645511002,030004,645511002-030004,SEL-76-6 Kontaktperson 18-årige - for tidligere anbragte,,,
015108,Andre indsatser vedr. Anbringelsen,10%,5000,,SEL-52-3.7,,,015025,"Plejefamilier, vederlag",,528221001,Andre5237,528221001-Andre5237,SEL-52-3.7 Anbringelse udenfor hjemmet,,,
015108,Andre indsatser vedr. Anbringelsen,10%,5000,,SEL-58-jf 52-3.7,,,015025,"Plejefamilier, vederlag",,528221001,Andre5237,528221001-Andre5237,SEL-58-jf 52-3.7 Anbringelse uden samtykke fra forældrene,,,
015108,Andre indsatser vedr. Anbringelsen,10%,5000,,SEL-76-3.1,,,015025,"Plejefamilier, vederlag",,528221001,Andre5237,528221001-Andre5237,SEL-76-3.1 Døgnophold 18-22 årige,,,
015176,Tolk,,,,SEL-52-3.6,,,015018,Kontaktperson for hele familien,,645511002,030004,645511002-030004,SEL-52-3.6 Kontaktperson til barnet/den unge/familien,,,
015108,Andre indsatser vedr. Anbringelsen,10%,5000,,SEL-76-3.3,,,015025,"Plejefamilier, vederlag",,528221001,Andre5237,528221001-Andre5237,SEL-76-3.3 Udslusningsophold 18-22 årige,,,
015108,Andre indsatser vedr. Anbringelsen,10%,5000,,SEL-76-8,,,015025,"Plejefamilier, vederlag",,528221001,Andre5237,528221001-Andre5237,SEL-76-8 Tilbagevenden til anbringelsessted,,,
015108,Andre indsatser vedr. Anbringelsen,10%,5000,,SEL-76-a,,,015025,"Plejefamilier, vederlag",,528221001,Andre5237,528221001-Andre5237,SEL-76-a Opretholdelse af anbringelse i plejefamilie ud over det 18. år for unge,,,
015108,Andre indsatser vedr. Anbringelsen,10%,5000,,SEL-52-3.7,,,015030,"Sikrede institutioner, opholdsbetaling",,528241999,Andre5237,528241999-Andre5237,SEL-52-3.7 Anbringelse udenfor hjemmet,,,
015108,Andre indsatser vedr. Anbringelsen,10%,5000,,SEL-58-jf 52-3.7,,,015030,"Sikrede institutioner, opholdsbetaling",,528241999,Andre5237,528241999-Andre5237,SEL-58-jf 52-3.7 Anbringelse uden samtykke fra forældrene,,,
015108,Andre indsatser vedr. Anbringelsen,10%,5000,,SEL-76-3.1,,,015030,"Sikrede institutioner, opholdsbetaling",,528241999,Andre5237,528241999-Andre5237,SEL-76-3.1 Døgnophold 18-22 årige,,,
015108,Andre indsatser vedr. Anbringelsen,10%,5000,,SEL-76-3.3,,,015030,"Sikrede institutioner, opholdsbetaling",,528241999,Andre5237,528241999-Andre5237,SEL-76-3.3 Udslusningsophold 18-22 årige,,,
015108,Andre indsatser vedr. Anbringelsen,10%,5000,,SEL-76-8,,,015030,"Sikrede institutioner, opholdsbetaling",,528241999,Andre5237,528241999-Andre5237,SEL-76-8 Tilbagevenden til anbringelsessted,,,
015108,Andre indsatser vedr. Anbringelsen,10%,5000,,SEL-52-3.7,,,015031,Soc.pæd. opholdssteder,,528201003,Andre5237,528201003-Andre5237,SEL-52-3.7 Anbringelse udenfor hjemmet,,,
015108,Andre indsatser vedr. Anbringelsen,10%,5000,,SEL-58-jf 52-3.7,,,015031,Soc.pæd. opholdssteder,,528201003,Andre5237,528201003-Andre5237,SEL-58-jf 52-3.7 Anbringelse uden samtykke fra forældrene,,,
015108,Andre indsatser vedr. Anbringelsen,10%,5000,,SEL-76-3.1,,,015031,Soc.pæd. opholdssteder,,528201003,Andre5237,528201003-Andre5237,SEL-76-3.1 Døgnophold 18-22 årige,,,
015108,Andre indsatser vedr. Anbringelsen,10%,5000,,SEL-76-3.3,,,015101,Advokatbistand,,528201003,Andre5237,528201003-Andre5237,SEL-76-3.3 Udslusningsophold 18-22 årige,,,
015108,Andre indsatser vedr. Anbringelsen,10%,5000,,SEL-76-8,,,015031,Soc.pæd. opholdssteder,,528201003,Andre5237,528201003-Andre5237,SEL-76-8 Tilbagevenden til anbringelsessted,,,
015176,Tolk,10%,5000,,SEL-52-3.7,,,015019,Kost- og efterskoler,,645511002,030004,645511002-030004,SEL-52-3.7 Anbringelse udenfor hjemmet,,,
015109,Andre indsatser vedr. Behandling el. praktisk/pædagogisk støtte,,,,SEL-52-3.7,,,015007,Døgninstitutioner vedr. nedsat funktionsevne,,528231001,Andre5239,528231001-Andre5239,SEL-52-3.7 Anbringelse udenfor hjemmet,,,
015109,Andre indsatser vedr. Behandling el. praktisk/pædagogisk støtte,,,,SEL-58-jf 52-3.7,,,015007,Døgninstitutioner vedr. nedsat funktionsevne,,528231001,Andre5239,528231001-Andre5239,SEL-58-jf 52-3.7 Anbringelse uden samtykke fra forældrene,,,
015109,Andre indsatser vedr. Behandling el. praktisk/pædagogisk støtte,,,,SEL-76-3.1,,,015007,Døgninstitutioner vedr. nedsat funktionsevne,,528231001,Andre5239,528231001-Andre5239,SEL-76-3.1 Døgnophold 18-22 årige,,,
015109,Andre indsatser vedr. Behandling el. praktisk/pædagogisk støtte,,,,SEL-76-3.3,,,015007,Døgninstitutioner vedr. nedsat funktionsevne,,528231001,Andre5239,528231001-Andre5239,SEL-76-3.3 Udslusningsophold 18-22 årige,,,
015109,Andre indsatser vedr. Behandling el. praktisk/pædagogisk støtte,,,,SEL-76-8,,,015007,Døgninstitutioner vedr. nedsat funktionsevne,,528231001,Andre5239,528231001-Andre5239,SEL-76-8 Tilbagevenden til anbringelsessted,,,
015109,Andre indsatser vedr. Behandling el. praktisk/pædagogisk støtte,10%,5000,,SEL-52-3.7,,,015008,Døgninstitutioner vedr. sociale adfærdsproblemer,,528231002,Andre5239,528231002-Andre5239,SEL-52-3.7 Anbringelse udenfor hjemmet,,,
015109,Andre indsatser vedr. Behandling el. praktisk/pædagogisk støtte,10%,5000,,SEL-58-jf 52-3.7,,,015008,Døgninstitutioner vedr. sociale adfærdsproblemer,,528231001,Andre5239,528231001-Andre5239,SEL-58-jf 52-3.7 Anbringelse uden samtykke fra forældrene,,,
015109,Andre indsatser vedr. Behandling el. praktisk/pædagogisk støtte,10%,5000,,SEL-76-3.1,,,015008,Døgninstitutioner vedr. sociale adfærdsproblemer,,528231002,Andre5239,528231002-Andre5239,SEL-76-3.1 Døgnophold 18-22 årige,,,
015109,Andre indsatser vedr. Behandling el. praktisk/pædagogisk støtte,10%,5000,,SEL-76-3.3,,,015008,Døgninstitutioner vedr. sociale adfærdsproblemer,,528231002,Andre5239,528231002-Andre5239,SEL-76-3.3 Udslusningsophold 18-22 årige,,,
015109,Andre indsatser vedr. Behandling el. praktisk/pædagogisk støtte,10%,5000,,SEL-76-8,,,015008,Døgninstitutioner vedr. sociale adfærdsproblemer,,528231002,Andre5239,528231002-Andre5239,SEL-76-8 Tilbagevenden til anbringelsessted,,,
015101,Advokatbistand,10%,5000,,SEL-58-jf 52-3.7,,,015019,Kost- og efterskoler,,528201007,010037,528201007-010037,SEL-58-jf 52-3.7 Anbringelse uden samtykke fra forældrene,,,
015109,Andre indsatser vedr. Behandling el. praktisk/pædagogisk støtte,10%,5000,,SEL-52-3.7,,,015010,Eget værelse,,528201005,Andre5239,528201005-Andre5239,SEL-52-3.7 Anbringelse udenfor hjemmet,,,
015109,Andre indsatser vedr. Behandling el. praktisk/pædagogisk støtte,10%,5000,,SEL-58-jf 52-3.7,,,015010,Eget værelse,,528201005,Andre5239,528201005-Andre5239,SEL-58-jf 52-3.7 Anbringelse uden samtykke fra forældrene,,,
015109,Andre indsatser vedr. Behandling el. praktisk/pædagogisk støtte,10%,5000,,SEL-76-3.1,,,015010,Eget værelse,,528201005,Andre5239,528201005-Andre5239,SEL-76-3.1 Døgnophold 18-22 årige,,,
015109,Andre indsatser vedr. Behandling el. praktisk/pædagogisk støtte,10%,5000,,SEL-76-3.3,,,015010,Eget værelse,,528201005,Andre5239,528201005-Andre5239,SEL-76-3.3 Udslusningsophold 18-22 årige,,,
015109,Andre indsatser vedr. Behandling el. praktisk/pædagogisk støtte,10%,5000,,SEL-76-8,,,015010,Eget værelse,,528201005,Andre5239,528201005-Andre5239,SEL-76-8 Tilbagevenden til anbringelsessted,,,
015109,Andre indsatser vedr. Behandling el. praktisk/pædagogisk støtte,10%,5000,,SEL-52-3.7,,,015015,"Kommunale plejefamilier, vederlag",,528221003,Andre5239,528221003-Andre5239,SEL-52-3.7 Anbringelse udenfor hjemmet,,,
015109,Andre indsatser vedr. Behandling el. praktisk/pædagogisk støtte,10%,5000,,SEL-58-jf 52-3.7,,,015015,"Kommunale plejefamilier, vederlag",,528221003,Andre5239,528221003-Andre5239,SEL-58-jf 52-3.7 Anbringelse uden samtykke fra forældrene,,,
015109,Andre indsatser vedr. Behandling el. praktisk/pædagogisk støtte,10%,5000,,SEL-76-3.1,,,015015,"Kommunale plejefamilier, vederlag",,528221003,Andre5239,528221003-Andre5239,SEL-76-3.1 Døgnophold 18-22 årige,,,
015109,Andre indsatser vedr. Behandling el. praktisk/pædagogisk støtte,10%,5000,,SEL-76-3.3,,,015015,"Kommunale plejefamilier, vederlag",,528221004,Andre5239,528221004-Andre5239,SEL-76-3.3 Udslusningsophold 18-22 årige,,,
015109,Andre indsatser vedr. Behandling el. praktisk/pædagogisk støtte,10%,5000,,SEL-76-8,,,015015,"Kommunale plejefamilier, vederlag",,528221003,Andre5239,528221003-Andre5239,SEL-76-8 Tilbagevenden til anbringelsessted,,,
015109,Andre indsatser vedr. Behandling el. praktisk/pædagogisk støtte,10%,5000,,SEL-76-a,,,015015,"Kommunale plejefamilier, vederlag",,528221003,Andre5239,528221003-Andre5239,SEL-76-a Opretholdelse af anbringelse i plejefamilie ud over det 18. år for unge,,,
015176,Tolk,10%,5000,,SEL-58-jf 52-3.7,,,015019,Kost- og efterskoler,,645511002,030004,645511002-030004,SEL-58-jf 52-3.7 Anbringelse uden samtykke fra forældrene,,,
015109,Andre indsatser vedr. Behandling el. praktisk/pædagogisk støtte,10%,5000,,SEL-52-3.7,,,015019,Kost- og efterskoler,,528201004,Andre5239,528201004-Andre5239,SEL-52-3.7 Anbringelse udenfor hjemmet,,,
015109,Andre indsatser vedr. Behandling el. praktisk/pædagogisk støtte,10%,5000,,SEL-58-jf 52-3.7,,,015019,Kost- og efterskoler,,528201004,Andre5239,528201004-Andre5239,SEL-58-jf 52-3.7 Anbringelse uden samtykke fra forældrene,,,
015109,Andre indsatser vedr. Behandling el. praktisk/pædagogisk støtte,10%,5000,,SEL-76-3.1,,,015019,Kost- og efterskoler,,528201004,Andre5239,528201004-Andre5239,SEL-76-3.1 Døgnophold 18-22 årige,,,
015109,Andre indsatser vedr. Behandling el. praktisk/pædagogisk støtte,10%,5000,,SEL-76-3.3,,,015019,Kost- og efterskoler,,528201004,Andre5239,528201004-Andre5239,SEL-76-3.3 Udslusningsophold 18-22 årige,,,
015109,Andre indsatser vedr. Behandling el. praktisk/pædagogisk støtte,10%,5000,,SEL-76-8,,,015019,Kost- og efterskoler,,528201004,Andre5239,528201004-Andre5239,SEL-76-8 Tilbagevenden til anbringelsessted,,,
015109,Andre indsatser vedr. Behandling el. praktisk/pædagogisk støtte,10%,5000,,SEL-52-3.7,,,015023,Netværksplejefamilier,,528221005,Andre5239,528221005-Andre5239,SEL-52-3.7 Anbringelse udenfor hjemmet,,,
015109,Andre indsatser vedr. Behandling el. praktisk/pædagogisk støtte,10%,5000,,SEL-58-jf 52-3.7,,,015023,Netværksplejefamilier,,528221005,Andre5239,528221005-Andre5239,SEL-58-jf 52-3.7 Anbringelse uden samtykke fra forældrene,,,
015109,Andre indsatser vedr. Behandling el. praktisk/pædagogisk støtte,10%,5000,,SEL-76-3.1,,,015023,Netværksplejefamilier,,528221005,Andre5239,528221005-Andre5239,SEL-76-3.1 Døgnophold 18-22 årige,,,
015109,Andre indsatser vedr. Behandling el. praktisk/pædagogisk støtte,10%,5000,,SEL-76-3.3,,,015023,Netværksplejefamilier,,528221005,Andre5239,528221005-Andre5239,SEL-76-3.3 Udslusningsophold 18-22 årige,,,
015109,Andre indsatser vedr. Behandling el. praktisk/pædagogisk støtte,10%,5000,,SEL-76-8,,,015023,Netværksplejefamilier,,528221005,Andre5239,528221005-Andre5239,SEL-76-8 Tilbagevenden til anbringelsessted,,,
015109,Andre indsatser vedr. Behandling el. praktisk/pædagogisk støtte,10%,5000,,SEL-52-3.7,,,015025,"Plejefamilier, vederlag",,528221001,Andre5239,528221001-Andre5239,SEL-52-3.7 Anbringelse udenfor hjemmet,,,
015109,Andre indsatser vedr. Behandling el. praktisk/pædagogisk støtte,10%,5000,,SEL-58-jf 52-3.7,,,015025,"Plejefamilier, vederlag",,528221001,Andre5239,528221001-Andre5239,SEL-58-jf 52-3.7 Anbringelse uden samtykke fra forældrene,,,
015176,Tolk,10%,5000,,SEL-76-3.1,,,015019,Kost- og efterskoler,,645511002,030004,645511002-030004,SEL-76-3.1 Døgnophold 18-22 årige,,,
015109,Andre indsatser vedr. Behandling el. praktisk/pædagogisk støtte,10%,5000,,SEL-76-3.1,,,015025,"Plejefamilier, vederlag",,528221001,Andre5239,528221001-Andre5239,SEL-76-3.1 Døgnophold 18-22 årige,,,
015109,Andre indsatser vedr. Behandling el. praktisk/pædagogisk støtte,10%,5000,,SEL-76-3.3,,,015025,"Plejefamilier, vederlag",,528221001,Andre5239,528221001-Andre5239,SEL-76-3.3 Udslusningsophold 18-22 årige,,,
015109,Andre indsatser vedr. Behandling el. praktisk/pædagogisk støtte,10%,5000,,SEL-76-8,,,015025,"Plejefamilier, vederlag",,528221001,Andre5239,528221001-Andre5239,SEL-76-8 Tilbagevenden til anbringelsessted,,,
015109,Andre indsatser vedr. Behandling el. praktisk/pædagogisk støtte,10%,5000,,SEL-76-a,,,015025,"Plejefamilier, vederlag",,528221001,Andre5239,528221001-Andre5239,SEL-76-a Opretholdelse af anbringelse i plejefamilie ud over det 18. år for unge,,,
015109,Andre indsatser vedr. Behandling el. praktisk/pædagogisk støtte,10%,5000,,SEL-52-3.7,,,015030,"Sikrede institutioner, opholdsbetaling",,528241999,Andre5239,528241999-Andre5239,SEL-52-3.7 Anbringelse udenfor hjemmet,,,
015109,Andre indsatser vedr. Behandling el. praktisk/pædagogisk støtte,10%,5000,,SEL-58-jf 52-3.7,,,015030,"Sikrede institutioner, opholdsbetaling",,528241999,Andre5239,528241999-Andre5239,SEL-58-jf 52-3.7 Anbringelse uden samtykke fra forældrene,,,
015109,Andre indsatser vedr. Behandling el. praktisk/pædagogisk støtte,10%,5000,,SEL-76-3.1,,,015030,"Sikrede institutioner, opholdsbetaling",,528241999,Andre5239,528241999-Andre5239,SEL-76-3.1 Døgnophold 18-22 årige,,,
015109,Andre indsatser vedr. Behandling el. praktisk/pædagogisk støtte,10%,5000,,SEL-76-3.3,,,015030,"Sikrede institutioner, opholdsbetaling",,528241999,Andre5239,528241999-Andre5239,SEL-76-3.3 Udslusningsophold 18-22 årige,,,
015109,Andre indsatser vedr. Behandling el. praktisk/pædagogisk støtte,10%,5000,,SEL-76-8,,,015030,"Sikrede institutioner, opholdsbetaling",,528241999,Andre5239,528241999-Andre5239,SEL-76-8 Tilbagevenden til anbringelsessted,,,
015109,Andre indsatser vedr. Behandling el. praktisk/pædagogisk støtte,10%,5000,,SEL-52-3.7,,,015031,Soc.pæd. opholdssteder,,528201003,Andre5239,528201003-Andre5239,SEL-52-3.7 Anbringelse udenfor hjemmet,,,
015109,Andre indsatser vedr. Behandling el. praktisk/pædagogisk støtte,10%,5000,,SEL-58-jf 52-3.7,,,015031,Soc.pæd. opholdssteder,,528201003,Andre5239,528201003-Andre5239,SEL-58-jf 52-3.7 Anbringelse uden samtykke fra forældrene,,,
015109,Andre indsatser vedr. Behandling el. praktisk/pædagogisk støtte,10%,5000,,SEL-76-3.1,,,015031,Soc.pæd. opholdssteder,,528201003,Andre5239,528201003-Andre5239,SEL-76-3.1 Døgnophold 18-22 årige,,,
015176,Tolk,10%,5000,,SEL-76-3.3,,,015019,Kost- og efterskoler,,645511002,030004,645511002-030004,SEL-76-3.3 Udslusningsophold 18-22 årige,,,
015109,Andre indsatser vedr. Behandling el. praktisk/pædagogisk støtte,10%,5000,,SEL-76-3.3,,,015101,Advokatbistand,,528201003,Andre5239,528201003-Andre5239,SEL-76-3.3 Udslusningsophold 18-22 årige,,,
015109,Andre indsatser vedr. Behandling el. praktisk/pædagogisk støtte,10%,5000,,SEL-76-8,,,015031,Soc.pæd. opholdssteder,,528201003,Andre5239,528201003-Andre5239,SEL-76-8 Tilbagevenden til anbringelsessted,,,
015110,Andre indsatser vedr. Familie- og dagbehandling eller intern skole,,,,SEL-52-3.7,,,015007,Døgninstitutioner vedr. nedsat funktionsevne,,528231001,Andre5233,528231001-Andre5233,SEL-52-3.7 Anbringelse udenfor hjemmet,,,
015110,Andre indsatser vedr. Familie- og dagbehandling eller intern skole,,,,SEL-58-jf 52-3.7,,,015007,Døgninstitutioner vedr. nedsat funktionsevne,,528231001,Andre5233,528231001-Andre5233,SEL-58-jf 52-3.7 Anbringelse uden samtykke fra forældrene,,,
015110,Andre indsatser vedr. Familie- og dagbehandling eller intern skole,,,,SEL-76-3.1,,,015007,Døgninstitutioner vedr. nedsat funktionsevne,,528231001,Andre5233,528231001-Andre5233,SEL-76-3.1 Døgnophold 18-22 årige,,,
015110,Andre indsatser vedr. Familie- og dagbehandling eller intern skole,,,,SEL-76-3.3,,,015007,Døgninstitutioner vedr. nedsat funktionsevne,,528231001,Andre5233,528231001-Andre5233,SEL-76-3.3 Udslusningsophold 18-22 årige,,,
015110,Andre indsatser vedr. Familie- og dagbehandling eller intern skole,,,,SEL-76-8,,,015007,Døgninstitutioner vedr. nedsat funktionsevne,,528231001,Andre5233,528231001-Andre5233,SEL-76-8 Tilbagevenden til anbringelsessted,,,
015110,Andre indsatser vedr. Familie- og dagbehandling eller intern skole,,,,SEL-52-3.7,,,015008,Døgninstitutioner vedr. sociale adfærdsproblemer,,528231002,Andre5233,528231002-Andre5233,SEL-52-3.7 Anbringelse udenfor hjemmet,,,
015110,Andre indsatser vedr. Familie- og dagbehandling eller intern skole,,,,SEL-58-jf 52-3.7,,,015008,Døgninstitutioner vedr. sociale adfærdsproblemer,,528231002,Andre5233,528231002-Andre5233,SEL-58-jf 52-3.7 Anbringelse uden samtykke fra forældrene,,,
015110,Andre indsatser vedr. Familie- og dagbehandling eller intern skole,,,,SEL-76-3.1,,,015008,Døgninstitutioner vedr. sociale adfærdsproblemer,,528231002,Andre5233,528231002-Andre5233,SEL-76-3.1 Døgnophold 18-22 årige,,,
015110,Andre indsatser vedr. Familie- og dagbehandling eller intern skole,,,,SEL-76-3.3,,,015008,Døgninstitutioner vedr. sociale adfærdsproblemer,,528231002,Andre5233,528231002-Andre5233,SEL-76-3.3 Udslusningsophold 18-22 årige,,,
015176,Tolk,10%,5000,,SEL-76-8,,,015019,Kost- og efterskoler,,645511002,030004,645511002-030004,SEL-76-8 Tilbagevenden til anbringelsessted,,,
015110,Andre indsatser vedr. Familie- og dagbehandling eller intern skole,,,,SEL-76-8,,,015008,Døgninstitutioner vedr. sociale adfærdsproblemer,,528231002,Andre5233,528231002-Andre5233,SEL-76-8 Tilbagevenden til anbringelsessted,,,
015110,Andre indsatser vedr. Familie- og dagbehandling eller intern skole,10%,5000,,SEL-52-3.7,,,015010,Eget værelse,,528201005,Andre5233,528201005-Andre5233,SEL-52-3.7 Anbringelse udenfor hjemmet,,,
015110,Andre indsatser vedr. Familie- og dagbehandling eller intern skole,10%,5000,,SEL-58-jf 52-3.7,,,015010,Eget værelse,,528201005,Andre5233,528201005-Andre5233,SEL-58-jf 52-3.7 Anbringelse uden samtykke fra forældrene,,,
015176,Tolk,,,,SEL-109,,,015020,Kvindekrisecentre,,645511002,030004,645511002-030004,"SEL-109 Botilbud, kriseramte kvinder",,,
015110,Andre indsatser vedr. Familie- og dagbehandling eller intern skole,10%,5000,,SEL-76-3.1,,,015010,Eget værelse,,528201005,Andre5233,528201005-Andre5233,SEL-76-3.1 Døgnophold 18-22 årige,,,
015176,Tolk,,,,SEL-45,,,015021,Ledsageordning for personer m/nedsat funktionsevne (§ 45),,645511002,030004,645511002-030004,SEL-45 Ledsageordning 12-18 år,,,
